"Time (s) run 1","Angle, Ch P2 (rad) run 1","Time (s) Run #2","Angle, Ch P2 (rad) Run #2","Time (s) 1.11","Angle, Ch P2 (rad) 1.11","Time (s) Run #4","Angle, Ch P2 (rad) Run #4","Time (s) Run #5","Angle, Ch P2 (rad) Run #5","Time (s) Run #6","Angle, Ch P2 (rad) Run #6","Time (s) Run #7","Angle, Ch P2 (rad) Run #7","Time (s) Run #8","Angle, Ch P2 (rad) Run #8","Time (s) Run #9","Angle, Ch P2 (rad) Run #9","Time (s) Run #10","Angle, Ch P2 (rad) Run #10"
11.420,-0.0769690775,11.420,-0.0706858875,11.420,-0.0581195075,11.420,0.4822348325,11.420,0.6361729875,11.420,-0.0534071150,11.420,-0.5120799850,11.420,-0.3707082100,11.420,0.2230532450,11.420,-0.3078763100
11.430,-0.0911062550,11.430,-0.0612611025,11.430,-0.0722566850,11.430,0.5057967950,11.430,0.6518809625,11.430,-0.0424115325,11.430,-0.5277879600,11.430,-0.3722790075,11.430,0.2419028150,11.430,-0.3110179050
11.440,-0.1068142300,11.440,-0.0518363175,11.440,-0.0863938625,11.440,0.5309295550,11.440,0.6660181400,11.440,-0.0314159500,11.440,-0.5434959350,11.440,-0.3738498050,11.440,0.2623231825,11.440,-0.3141595000
11.450,-0.1225222050,11.450,-0.0424115325,11.450,-0.1021018375,11.450,0.5560623150,11.450,0.6785845200,11.450,-0.0188495700,11.450,-0.5592039100,11.450,-0.3738498050,11.450,0.2827435500,11.450,-0.3173010950
11.460,-0.1382301800,11.460,-0.0314159500,11.460,-0.1162390150,11.460,0.5796242775,11.460,0.6927216975,11.460,-0.0062831900,11.460,-0.5749118850,11.460,-0.3738498050,11.460,0.3047347150,11.460,-0.3204426900
11.470,-0.1539381550,11.470,-0.0188495700,11.470,-0.1319469900,11.470,0.6031862400,11.470,0.7037172800,11.470,0.0062831900,11.470,-0.5906198600,11.470,-0.3754206025,11.470,0.3267258800,11.470,-0.3220134875
11.480,-0.1712169275,11.480,-0.0062831900,11.480,-0.1476549650,11.480,0.6251774050,11.480,0.7162836600,11.480,0.0188495700,11.480,-0.6047570375,11.480,-0.3738498050,11.480,0.3487170450,11.480,-0.3235842850
11.490,-0.1884957000,11.490,0.0078539875,11.490,-0.1649337375,11.490,0.6471685700,11.490,0.7257084450,11.490,0.0329867475,11.490,-0.6204650125,11.490,-0.3738498050,11.490,0.3722790075,11.490,-0.3251550825
11.500,-0.2057744725,11.500,0.0219911650,11.500,-0.1822125100,11.500,0.6691597350,11.500,0.7367040275,11.500,0.0471239250,11.500,-0.6346021900,11.500,-0.3722790075,11.500,0.3958409700,11.500,-0.3251550825
11.510,-0.2230532450,11.510,0.0361283425,11.510,-0.2010620800,11.510,0.6895801025,11.510,0.7445580150,11.510,0.0628319000,11.510,-0.6471685700,11.510,-0.3707082100,11.510,0.4194029325,11.510,-0.3267258800
11.520,-0.2419028150,11.520,0.0518363175,11.520,-0.2183408525,11.520,0.7084296725,11.520,0.7524120025,11.520,0.0785398750,11.520,-0.6613057475,11.520,-0.3691374125,11.520,0.4429648950,11.520,-0.3282966775
11.530,-0.2607523850,11.530,0.0691150900,11.530,-0.2371904225,11.530,0.7288500400,11.530,0.7602659900,11.530,0.0942478500,11.530,-0.6738721275,11.530,-0.3659958175,11.530,0.4680976550,11.530,-0.3282966775
11.540,-0.2796019550,11.540,0.0848230650,11.540,-0.2560399925,11.540,0.7476996100,11.540,0.7665491800,11.540,0.1099558250,11.540,-0.6880093050,11.540,-0.3628542225,11.540,0.4932304150,11.540,-0.3282966775
11.550,-0.2984515250,11.550,0.1036726350,11.550,-0.2748895625,11.550,0.7665491800,11.550,0.7728323700,11.550,0.1272345975,11.550,-0.6990048875,11.550,-0.3612834250,11.550,0.5199339725,11.550,-0.3282966775
11.560,-0.3188718925,11.560,0.1209514075,11.560,-0.2937391325,11.560,0.7869695475,11.560,0.7775447625,11.560,0.1429425725,11.560,-0.7115712675,11.560,-0.3565710325,11.560,0.5450667325,11.560,-0.3282966775
11.570,-0.3377214625,11.570,0.1398009775,11.570,-0.3125887025,11.570,0.8073899150,11.570,0.7822571550,11.570,0.1602213450,11.570,-0.7225668500,11.570,-0.3534294375,11.570,0.5717702900,11.570,-0.3267258800
11.580,-0.3581418300,11.580,0.1602213450,11.580,-0.3330090700,11.580,0.8262394850,11.580,0.7853987500,11.580,0.1775001175,11.580,-0.7335624325,11.580,-0.3487170450,11.580,0.5984738475,11.580,-0.3251550825
11.590,-0.3785621975,11.590,0.1790709150,11.590,-0.3534294375,11.590,0.8450890550,11.590,0.7869695475,11.590,0.1963496875,11.590,-0.7445580150,11.590,-0.3440046525,11.590,0.6251774050,11.590,-0.3235842850
11.600,-0.3974117675,11.600,0.1994912825,11.600,-0.3738498050,11.600,0.8607970300,11.600,0.7885403450,11.600,0.2136284600,11.600,-0.7539828000,11.600,-0.3392922600,11.600,0.6518809625,11.600,-0.3220134875
11.610,-0.4178321350,11.610,0.2214824475,11.610,-0.3942701725,11.610,0.8780758025,11.610,0.7885403450,11.610,0.2324780300,11.610,-0.7634075850,11.610,-0.3345798675,11.610,0.6785845200,11.610,-0.3204426900
11.620,-0.4382525025,11.620,0.2419028150,11.620,-0.4131197425,11.620,0.8937837775,11.620,0.7885403450,11.620,0.2513276000,11.620,-0.7728323700,11.620,-0.3282966775,11.620,0.7052880775,11.620,-0.3188718925
11.630,-0.4586728700,11.630,0.2638939800,11.630,-0.4319693125,11.630,0.9094917525,11.630,0.7869695475,11.630,0.2686063725,11.630,-0.7806863575,11.630,-0.3235842850,11.630,0.7319916350,11.630,-0.3157302975
11.640,-0.4790932375,11.640,0.2858851450,11.640,-0.4508188825,11.640,0.9236289300,11.640,0.7853987500,11.640,0.2874559425,11.640,-0.7885403450,11.640,-0.3173010950,11.640,0.7586951925,11.640,-0.3141595000
11.650,-0.4995136050,11.650,0.3078763100,11.650,-0.4696684525,11.650,0.9361953100,11.650,0.7822571550,11.650,0.3063055125,11.650,-0.7948235350,11.650,-0.3110179050,11.650,0.7853987500,11.650,-0.3110179050
11.660,-0.5183631750,11.660,0.3314382725,11.660,-0.4885180225,11.660,0.9487616900,11.660,0.7791155600,11.660,0.3251550825,11.660,-0.8026775225,11.660,-0.3031639175,11.660,0.8121023075,11.660,-0.3078763100
11.670,-0.5387835425,11.670,0.3534294375,11.670,-0.5089383900,11.670,0.9597572725,11.670,0.7744031675,11.670,0.3440046525,11.670,-0.8073899150,11.670,-0.2968807275,11.670,0.8388058650,11.670,-0.3031639175
11.680,-0.5592039100,11.680,0.3769914000,11.680,-0.5293587575,11.680,0.9691820575,11.680,0.7681199775,11.680,0.3628542225,11.680,-0.8136731050,11.680,-0.2890267400,11.680,0.8639386250,11.680,-0.3000223225
11.690,-0.5780534800,11.690,0.4005533625,11.690,-0.5482083275,11.690,0.9801776400,11.690,0.7618367875,11.690,0.3817037925,11.690,-0.8183854975,11.690,-0.2811727525,11.690,0.8906421825,11.690,-0.2953099300
11.700,-0.5984738475,11.700,0.4241153250,11.700,-0.5686286950,11.700,0.9880316275,11.700,0.7555535975,11.700,0.4005533625,11.700,-0.8215270925,11.700,-0.2733187650,11.700,0.9157749425,11.700,-0.2921683350
11.710,-0.6173234175,11.710,0.4476772875,11.710,-0.5890490625,11.710,0.9958856150,11.710,0.7476996100,11.710,0.4194029325,11.710,-0.8246686875,11.710,-0.2654647775,11.710,0.9409077025,11.710,-0.2874559425
11.720,-0.6361729875,11.720,0.4712392500,11.720,-0.6078986325,11.720,1.0021688050,11.720,0.7382748250,11.720,0.4382525025,11.720,-0.8278102825,11.720,-0.2576107900,11.720,0.9660404625,11.720,-0.2827435500
11.730,-0.6550225575,11.730,0.4948012125,11.730,-0.6267482025,11.730,1.0084519950,11.730,0.7288500400,11.730,0.4555312750,11.730,-0.8309518775,11.730,-0.2481860050,11.730,0.9911732225,11.730,-0.2780311575
11.740,-0.6723013300,11.740,0.5183631750,11.740,-0.6455977725,11.740,1.0131643875,11.740,0.7178544575,11.740,0.4743808450,11.740,-0.8325226750,11.740,-0.2403320175,11.740,1.0147351850,11.740,-0.2733187650
11.750,-0.6911509000,11.750,0.5434959350,11.750,-0.6628765450,11.750,1.0163059825,11.750,0.7068588750,11.750,0.4916596175,11.750,-0.8325226750,11.750,-0.2309072325,11.750,1.0382971475,11.750,-0.2670355750
11.760,-0.7084296725,11.760,0.5670578975,11.760,-0.6801553175,11.760,1.0194475775,11.760,0.6958632925,11.760,0.5105091875,11.760,-0.8325226750,11.760,-0.2214824475,11.760,1.0618591100,11.760,-0.2623231825
11.770,-0.7257084450,11.770,0.5906198600,11.770,-0.6974340900,11.770,1.0210183750,11.770,0.6832969125,11.770,0.5277879600,11.770,-0.8325226750,11.770,-0.2136284600,11.770,1.0838502750,11.770,-0.2560399925
11.780,-0.7414164200,11.780,0.6141818225,11.780,-0.7131420650,11.780,1.0225891725,11.780,0.6691597350,11.780,0.5450667325,11.780,-0.8309518775,11.780,-0.2042036750,11.780,1.1058414400,11.780,-0.2513276000
11.790,-0.7586951925,11.790,0.6361729875,11.790,-0.7288500400,11.790,1.0225891725,11.790,0.6550225575,11.790,0.5607747075,11.790,-0.8293810800,11.790,-0.1932080925,11.790,1.1278326050,11.790,-0.2450444100
11.800,-0.7744031675,11.800,0.6597349500,11.800,-0.7445580150,11.800,1.0210183750,11.800,0.6408853800,11.800,0.5780534800,11.800,-0.8278102825,11.800,-0.1837833075,11.800,1.1482529725,11.800,-0.2387612200
11.810,-0.7885403450,11.810,0.6817261150,11.810,-0.7618367875,11.810,1.0194475775,11.810,0.6251774050,11.810,0.5937614550,11.810,-0.8246686875,11.810,-0.1743585225,11.810,1.1686733400,11.810,-0.2324780300
11.820,-0.8026775225,11.820,0.7052880775,11.820,-0.7775447625,11.820,1.0147351850,11.820,0.6094694300,11.820,0.6094694300,11.820,-0.8199562950,11.820,-0.1649337375,11.820,1.1875229100,11.820,-0.2261948400
11.830,-0.8168147000,11.830,0.7272792425,11.830,-0.7932527375,11.830,1.0115935900,11.830,0.5921906575,11.830,0.6251774050,11.830,-0.8168147000,11.830,-0.1555089525,11.830,1.2063724800,11.830,-0.2199116500
11.840,-0.8309518775,11.840,0.7492704075,11.840,-0.8089607125,11.840,1.0068811975,11.840,0.5749118850,11.840,0.6408853800,11.840,-0.8121023075,11.840,-0.1460841675,11.840,1.2236512525,11.840,-0.2136284600
11.850,-0.8435182575,11.850,0.7696907750,11.850,-0.8230978900,11.850,1.0005980075,11.850,0.5576331125,11.850,0.6550225575,11.850,-0.8058191175,11.850,-0.1350885850,11.850,1.2393592275,11.850,-0.2057744725
11.860,-0.8560846375,11.860,0.7916819400,11.860,-0.8356642700,11.860,0.9943148175,11.860,0.5387835425,11.860,0.6691597350,11.860,-0.7995359275,11.860,-0.1256638000,11.860,1.2566380000,11.860,-0.1994912825
11.870,-0.8670802200,11.870,0.8121023075,11.870,-0.8498014475,11.870,0.9864608300,11.870,0.5199339725,11.870,0.6817261150,11.870,-0.7932527375,11.870,-0.1162390150,11.870,1.2707751775,11.870,-0.1916372950
11.880,-0.8780758025,11.880,0.8309518775,11.880,-0.8607970300,11.880,0.9770360450,11.880,0.5010844025,11.880,0.6942924950,11.880,-0.7853987500,11.880,-0.1052434325,11.880,1.2864831525,11.880,-0.1853541050
11.890,-0.8890713850,11.890,0.8513722450,11.890,-0.8717926125,11.890,0.9660404625,11.890,0.4806640350,11.890,0.7068588750,11.890,-0.7775447625,11.890,-0.0958186475,11.890,1.2990495325,11.890,-0.1790709150
11.900,-0.8984961700,11.900,0.8702218150,11.900,-0.8827881950,11.900,0.9566156775,11.900,0.4602436675,11.900,0.7194252550,11.900,-0.7696907750,11.900,-0.0863938625,11.900,1.3116159125,11.900,-0.1712169275
11.910,-0.9063501575,11.910,0.8875005875,11.910,-0.8937837775,11.910,0.9456200950,11.910,0.4398233000,11.910,0.7304208375,11.910,-0.7602659900,11.910,-0.0753982800,11.910,1.3226114950,11.910,-0.1649337375
11.920,-0.9157749425,11.920,0.9063501575,11.920,-0.9047793600,11.920,0.9330537150,11.920,0.4194029325,11.920,0.7414164200,11.920,-0.7508412050,11.920,-0.0659734950,11.920,1.3336070775,11.920,-0.1570797500
11.930,-0.9220581325,11.930,0.9220581325,11.930,-0.9126333475,11.930,0.9189165375,11.930,0.3989825650,11.930,0.7508412050,11.930,-0.7414164200,11.930,-0.0565487100,11.930,1.3430318625,11.930,-0.1492257625
11.940,-0.9299121200,11.940,0.9393369050,11.940,-0.9220581325,11.940,0.9032085625,11.940,0.3769914000,11.940,0.7602659900,11.940,-0.7304208375,11.940,-0.0471239250,11.940,1.3524566475,11.940,-0.1429425725
11.950,-0.9361953100,11.950,0.9550448800,11.950,-0.9299121200,11.950,0.8875005875,11.950,0.3550002350,11.950,0.7681199775,11.950,-0.7194252550,11.950,-0.0376991400,11.950,1.3603106350,11.950,-0.1350885850
11.960,-0.9409077025,11.960,0.9691820575,11.960,-0.9361953100,11.960,0.8717926125,11.960,0.3330090700,11.960,0.7759739650,11.960,-0.7068588750,11.960,-0.0282743550,11.960,1.3665938250,11.960,-0.1288053950
11.970,-0.9456200950,11.970,0.9833192350,11.970,-0.9424785000,11.970,0.8560846375,11.970,0.3110179050,11.970,0.7838279525,11.970,-0.6958632925,11.970,-0.0204203675,11.970,1.3728770150,11.970,-0.1209514075
11.980,-0.9487616900,11.980,0.9974564125,11.980,-0.9471908925,11.980,0.8388058650,11.980,0.2890267400,11.980,0.7901111425,11.980,-0.6832969125,11.980,-0.0109955825,11.980,1.3775894075,11.980,-0.1146682175
11.990,-0.9519032850,11.990,1.0100227925,11.990,-0.9519032850,11.990,0.8215270925,11.990,0.2670355750,11.990,0.7963943325,11.990,-0.6707305325,11.990,-0.0015707975,11.990,1.3807310025,11.990,-0.1068142300
12.000,-0.9534740825,12.000,1.0210183750,12.000,-0.9566156775,12.000,0.8011067250,12.000,0.2434736125,12.000,0.8011067250,12.000,-0.6565933550,12.000,0.0062831900,12.000,1.3838725975,12.000,-0.1005310400
12.010,-0.9550448800,12.010,1.0320139575,12.010,-0.9597572725,12.010,0.7806863575,12.010,0.2214824475,12.010,0.8058191175,12.010,-0.6424561775,12.010,0.0141371775,12.010,1.3854433950,12.010,-0.0942478500
12.020,-0.9566156775,12.020,1.0430095400,12.020,-0.9613280700,12.020,0.7602659900,12.020,0.1994912825,12.020,0.8105315100,12.020,-0.6283190000,12.020,0.0219911650,12.020,1.3854433950,12.020,-0.0863938625
12.030,-0.9566156775,12.030,1.0524343250,12.030,-0.9628988675,12.030,0.7382748250,12.030,0.1775001175,12.030,0.8121023075,12.030,-0.6141818225,12.030,0.0298451525,12.030,1.3854433950,12.030,-0.0801106725
12.040,-0.9550448800,12.040,1.0602883125,12.040,-0.9644696650,12.040,0.7162836600,12.040,0.1539381550,12.040,0.8152439025,12.040,-0.6000446450,12.040,0.0376991400,12.040,1.3838725975,12.040,-0.0738274825
12.050,-0.9534740825,12.050,1.0681423000,12.050,-0.9644696650,12.050,0.6942924950,12.050,0.1319469900,12.050,0.8168147000,12.050,-0.5843366700,12.050,0.0455531275,12.050,1.3823018000,12.050,-0.0675442925
12.060,-0.9503324875,12.060,1.0744254900,12.060,-0.9628988675,12.060,0.6723013300,12.060,0.1099558250,12.060,0.8183854975,12.060,-0.5701994925,12.060,0.0518363175,12.060,1.3791602050,12.060,-0.0612611025
12.070,-0.9471908925,12.070,1.0807086800,12.070,-0.9613280700,12.070,0.6487393675,12.070,0.0879646600,12.070,0.8183854975,12.070,-0.5544915175,12.070,0.0596903050,12.070,1.3744478125,12.070,-0.0549779125
12.080,-0.9424785000,12.080,1.0854210725,12.080,-0.9581864750,12.080,0.6251774050,12.080,0.0675442925,12.080,0.8168147000,12.080,-0.5387835425,12.080,0.0659734950,12.080,1.3697354200,12.080,-0.0486947225
12.090,-0.9377661075,12.090,1.0901334650,12.090,-0.9550448800,12.090,0.6000446450,12.090,0.0455531275,12.090,0.8152439025,12.090,-0.5230755675,12.090,0.0706858875,12.090,1.3618814325,12.090,-0.0439823300
12.100,-0.9330537150,12.100,1.0932750600,12.100,-0.9503324875,12.100,0.5749118850,12.100,0.0251327600,12.100,0.8136731050,12.100,-0.5057967950,12.100,0.0769690775,12.100,1.3555982425,12.100,-0.0376991400
12.110,-0.9267705250,12.110,1.0948458575,12.110,-0.9456200950,12.110,0.5482083275,12.110,0.0031415950,12.110,0.8105315100,12.110,-0.4900888200,12.110,0.0832522675,12.110,1.3461734575,12.110,-0.0314159500
12.120,-0.9189165375,12.120,1.0964166550,12.120,-0.9409077025,12.120,0.5230755675,12.120,-0.0172787725,12.120,0.8073899150,12.120,-0.4728100475,12.120,0.0879646600,12.120,1.3367486725,12.120,-0.0267035575
12.130,-0.9110625500,12.130,1.0979874525,12.130,-0.9346245125,12.130,0.4979428075,12.130,-0.0361283425,12.130,0.8026775225,12.130,-0.4571020725,12.130,0.0926770525,12.130,1.3273238875,12.130,-0.0219911650
12.140,-0.9032085625,12.140,1.0964166550,12.140,-0.9267705250,12.140,0.4712392500,12.140,-0.0565487100,12.140,0.7979651300,12.140,-0.4413940975,12.140,0.0973894450,12.140,1.3163283050,12.140,-0.0172787725
12.150,-0.8937837775,12.150,1.0948458575,12.150,-0.9189165375,12.150,0.4461064900,12.150,-0.0753982800,12.150,0.7916819400,12.150,-0.4241153250,12.150,0.1005310400,12.150,1.3037619250,12.150,-0.0125663800
12.160,-0.8827881950,12.160,1.0932750600,12.160,-0.9094917525,12.160,0.4209737300,12.160,-0.0942478500,12.160,0.7853987500,12.160,-0.4068365525,12.160,0.1052434325,12.160,1.2896247475,12.160,-0.0078539875
12.170,-0.8733634100,12.170,1.0901334650,12.170,-0.9000669675,12.170,0.3958409700,12.170,-0.1130974200,12.170,0.7791155600,12.170,-0.3911285775,12.170,0.1083850275,12.170,1.2770583675,12.170,-0.0031415950
12.180,-0.8623678275,12.180,1.0854210725,12.180,-0.8906421825,12.180,0.3707082100,12.180,-0.1303761925,12.180,0.7712615725,12.180,-0.3738498050,12.180,0.1115266225,12.180,1.2613503925,12.180,-3.0357660830E-18
12.190,-0.8498014475,12.190,1.0807086800,12.190,-0.8796466000,12.190,0.3455754500,12.190,-0.1476549650,12.190,0.7618367875,12.190,-0.3581418300,12.190,0.1146682175,12.190,1.2456424175,12.190,0.0047123925
12.200,-0.8372350675,12.200,1.0744254900,12.200,-0.8686510175,12.200,0.3204426900,12.200,-0.1633629400,12.200,0.7539828000,12.200,-0.3408630575,12.200,0.1162390150,12.200,1.2299344425,12.200,0.0078539875
12.210,-0.8230978900,12.210,1.0681423000,12.210,-0.8560846375,12.210,0.2953099300,12.210,-0.1790709150,12.210,0.7445580150,12.210,-0.3251550825,12.210,0.1178098125,12.210,1.2110848725,12.210,0.0109955825
12.220,-0.8105315100,12.220,1.0602883125,12.220,-0.8435182575,12.220,0.2701771700,12.220,-0.1947788900,12.220,0.7335624325,12.220,-0.3094471075,12.220,0.1193806100,12.220,1.1938061000,12.220,0.0141371775
12.230,-0.7963943325,12.230,1.0524343250,12.230,-0.8293810800,12.230,0.2450444100,12.230,-0.2089160675,12.230,0.7225668500,12.230,-0.2921683350,12.230,0.1209514075,12.230,1.1749565300,12.230,0.0172787725
12.240,-0.7806863575,12.240,1.0430095400,12.240,-0.8152439025,12.240,0.2199116500,12.240,-0.2230532450,12.240,0.7115712675,12.240,-0.2780311575,12.240,0.1209514075,12.240,1.1545361625,12.240,0.0188495700
12.250,-0.7665491800,12.250,1.0320139575,12.250,-0.8011067250,12.250,0.1947788900,12.250,-0.2371904225,12.250,0.6990048875,12.250,-0.2623231825,12.250,0.1209514075,12.250,1.1341157950,12.250,0.0219911650
12.260,-0.7508412050,12.260,1.0210183750,12.260,-0.7853987500,12.260,0.1712169275,12.260,-0.2497568025,12.260,0.6864385075,12.260,-0.2466152075,12.260,0.1209514075,12.260,1.1136954275,12.260,0.0235619625
12.270,-0.7335624325,12.270,1.0100227925,12.270,-0.7696907750,12.270,0.1460841675,12.270,-0.2607523850,12.270,0.6723013300,12.270,-0.2309072325,12.270,0.1209514075,12.270,1.0917042625,12.270,0.0251327600
12.280,-0.7162836600,12.280,0.9958856150,12.280,-0.7539828000,12.280,0.1225222050,12.280,-0.2717479675,12.280,0.6597349500,12.280,-0.2167700550,12.280,0.1193806100,12.280,1.0697130975,12.280,0.0267035575
12.290,-0.6990048875,12.290,0.9833192350,12.290,-0.7367040275,12.290,0.1005310400,12.290,-0.2827435500,12.290,0.6440269750,12.290,-0.2026328775,12.290,0.1178098125,12.290,1.0461511350,12.290,0.0267035575
12.300,-0.6817261150,12.300,0.9691820575,12.300,-0.7194252550,12.300,0.0769690775,12.300,-0.2921683350,12.300,0.6298897975,12.300,-0.1884957000,12.300,0.1162390150,12.300,1.0241599700,12.300,0.0282743550
12.310,-0.6628765450,12.310,0.9534740825,12.310,-0.7021464825,12.310,0.0549779125,12.310,-0.3015931200,12.310,0.6141818225,12.310,-0.1743585225,12.310,0.1146682175,12.310,0.9990272100,12.310,0.0282743550
12.320,-0.6455977725,12.320,0.9377661075,12.320,-0.6848677100,12.320,0.0345575450,12.320,-0.3094471075,12.320,0.5984738475,12.320,-0.1602213450,12.320,0.1115266225,12.320,0.9754652475,12.320,0.0282743550
12.330,-0.6267482025,12.330,0.9220581325,12.330,-0.6675889375,12.330,0.0125663800,12.330,-0.3157302975,12.330,0.5827658725,12.330,-0.1476549650,12.330,0.1099558250,12.330,0.9503324875,12.330,0.0282743550
12.340,-0.6078986325,12.340,0.9047793600,12.340,-0.6487393675,12.340,-0.0094247850,12.340,-0.3220134875,12.340,0.5670578975,12.340,-0.1350885850,12.340,0.1068142300,12.340,0.9251997275,12.340,0.0282743550
12.350,-0.5890490625,12.350,0.8875005875,12.350,-0.6298897975,12.350,-0.0314159500,12.350,-0.3282966775,12.350,0.5497791250,12.350,-0.1240930025,12.350,0.1021018375,12.350,0.9000669675,12.350,0.0282743550
12.360,-0.5686286950,12.360,0.8686510175,12.360,-0.6110402275,12.360,-0.0518363175,12.360,-0.3330090700,12.360,0.5325003525,12.360,-0.1115266225,12.360,0.0989602425,12.360,0.8733634100,12.360,0.0267035575
12.370,-0.5497791250,12.370,0.8498014475,12.370,-0.5921906575,12.370,-0.0706858875,12.370,-0.3361506650,12.370,0.5152215800,12.370,-0.1005310400,12.370,0.0942478500,12.370,0.8482306500,12.370,0.0251327600
12.380,-0.5293587575,12.380,0.8309518775,12.380,-0.5717702900,12.380,-0.0895354575,12.380,-0.3392922600,12.380,0.4979428075,12.380,-0.0895354575,12.380,0.0895354575,12.380,0.8215270925,12.380,0.0235619625
12.390,-0.5089383900,12.390,0.8105315100,12.390,-0.5513499225,12.390,-0.1083850275,12.390,-0.3424338550,12.390,0.4806640350,12.390,-0.0801106725,12.390,0.0848230650,12.390,0.7948235350,12.390,0.0219911650
12.400,-0.4885180225,12.400,0.7901111425,12.400,-0.5309295550,12.400,-0.1256638000,12.400,-0.3424338550,12.400,0.4618144650,12.400,-0.0706858875,12.400,0.0785398750,12.400,0.7681199775,12.400,0.0204203675
12.410,-0.4696684525,12.410,0.7696907750,12.410,-0.5105091875,12.410,-0.1429425725,12.410,-0.3440046525,12.410,0.4429648950,12.410,-0.0612611025,12.410,0.0738274825,12.410,0.7414164200,12.410,0.0172787725
12.420,-0.4492480850,12.420,0.7476996100,12.420,-0.4916596175,12.420,-0.1586505475,12.420,-0.3424338550,12.420,0.4256861225,12.420,-0.0534071150,12.420,0.0675442925,12.420,0.7147128625,12.420,0.0157079750
